0,1,2,3,4,5,6,7,labels
0,0.58952,566.68,12.097,0.039779,5.9916,8.8767,0.27133,Unknown
0,4.112,1768.2,637.76,0.78611,0.94885,0,2.4901,4
0,3.7942,1239.3,4.2684,0,8.048,811.94,146.56,2
0.67593,9.7167,1752.6,824.83,4.3496,1.1607,3.1553,15.644,4
8.4193,0,373.99,130.6,1411.2,5.3683,0,2.6735,Unknown
0,5.7,1249.8,650.91,0,11.158,6.4008,3.9823,4
3.4494,6.4214,1305.8,578.28,0.74314,0,4.2012,20.831,4
0,3.8076,1201.9,617.61,0,0,3.2431,17.607,4
71.287,540.53,499.14,0.29087,0,0,1.9916,0,1
1.0325,3.0997,601.21,0,0,0,0,41.291,Unknown
0,3.6206,1114.6,186.39,2.8937,0,2.6266,12.514,4
0.50377,3.1105,982.52,338.74,6.4369,0,11.876,0.42261,4
0.56445,2.2746,1702.4,762.02,0,1.6522,4.6448,6.5245,4
0,2.031,1215,17.982,1.0652,0,381.24,88.238,2
0,7.0132,1669.8,2.919,1.6485,0,557.68,148,2
8.7615,4.702,948.22,559.81,0.11164,0,0.15042,2.1926,4
24,9.9076,989.1,5.8768,1.8111,684.09,212.04,0,3
50.451,6.2533,1651.1,14.293,0,0.60866,292.7,104.06,2
4.5627,0.85439,900.8,527.06,2.1942,1.2313,0,4.4632,4
3.3971,0.31779,1453.7,8.6784,20.913,0,4.0473,0,Unknown
0,2.9451,1233,6.6489,0,15.316,647.22,141.38,2
0.61863,7.3011,985.41,463.49,0,2.2567,4.6862,5.1617,4
130.88,635.36,626.28,6.1102,0,0,0,0.99871,1
0,3.729,1479.7,774.66,0,1.9458,2.6849,11.35,4
1.3819,0,1473,626.56,0,0,1.712,2.8981,4
52.453,8.7147,1428.9,0,0,0,295.36,115.97,2
42.344,0.89009,1092.9,3.174,0.61976,1070.7,277.17,0,3
8.4602,2.4591,1311.6,629.31,0,2.7054,0,32.048,4
0.63272,8.9166,1081.9,742.38,0,1.0572,1.1122,14.193,4
22.593,4.2961,853.56,3.2841,0,5.5744,339.51,54.055,2
1.0483,8.5467,1220,6.0486,0.88587,5.2487,608.68,97.817,2
113.98,614.87,873.13,0,0,0,1.962,0.52463,1
0,5.0287,885.52,156.13,0.012582,0,1.4152,0,4
22.466,15.247,1551.5,9.0515,10.301,3.6965,542.2,68.053,2
1.0953,1.4526,1078.1,555.41,6.8327,0,2.1569,20.209,4
0,1.2601,1363.5,9.2441,6.9531,0,1.3001,0.65889,Unknown
18.109,2.0303,1563,9.3142,0.29443,15.328,704.61,137.9,2
3.3134,2.4696,1744.6,1.5035,288.43,1.9072,1.9327,0,Unknown
0,0,436.44,12.046,0,0,8.6396,0,Unknown
0.55355,77.858,1356.5,0,2.6783,7.473,569.35,155.12,Unknown
0.9042,3.0203,1245.7,809.99,0,0,3.1069,14.102,4
17.17,7.5774,891.2,9.9521,0,538.21,212.94,0,3
0.99389,1.7396,961.46,9.1159,0,717.22,346.78,0.54614,3
0.27604,4.1477,1400.8,0,0.30711,328.25,925.75,0,3
3.557,5.1618,1001.5,2.7233,0,1221.9,401.83,0,3
0.99483,11.808,1183.8,1.3141,0,0.21774,77.365,25.041,2
0,4.177,265.2,60.699,1.6092,4.3331,1.9701,0.89755,4
47.804,595.81,717.78,1.8573,0,7.1493,0,0,1
0,8.8584,1376.9,477.34,0,0.56775,2.7727,3.6551,4
0,0.67368,811.52,4.1626,0,2.0886,418.06,61.97,2
2.7766,0,1834.1,758.61,0.52653,0,6.2129,19.283,4
0,4.2729,502.07,2.1106,0.67226,11.48,2.717,0,Unknown
64.598,290.6,400.13,0,0.11527,0,0,0.1048,1
0,1.1205,1161.5,3.1531,0,0,0.7547,0,Unknown
6.6146,5.793,1088.3,578.28,0,5.7612,0,8.6309,4
2.8401,13.839,1841.5,675.46,1.5415,6.5796,3.1634,1.1371,4
0.62203,8.5751,1506.4,1123.4,1.9448,4.2011,1.7982,6.1926,4
4.8975,1.7059,673.01,0,0.98466,2.7437,4.0971,17.555,Unknown
0,13.774,1791.2,8.9034,290.36,4.1064,9.8331,0.28566,Unknown
1.4821,3.5945,954.16,738.12,0,0,1.8502,33.839,4
2.4279,3.8205,1150.8,0,0.59828,1.0411,458.54,104.58,2
5.5391,7.148,1267.6,2.7746,0,287.43,672.64,49.068,Unknown
7.3747,8.0305,1203.5,2.4035,0,178.93,261.45,1.2953,3
0,4.496,728.85,495.57,5.179,9.7708,0,19.399,4
0,0.14797,1367.5,518.64,0,0,3.035,1.5308,4
149.64,1.4681,1597.1,3.8911,0.20165,2.4998,657.28,143.38,2
2.8668,3.0579,1722.4,2.5849,0.61306,14.629,438.95,106.45,2
0.38108,2.1451,1765.5,811.9,1.6637,0,0,10.476,4
0,2.3582,1177,5.6584,0,6.4581,1009.7,86.31,2
0,0,1428.7,7.8246,1.4253,1066.8,315.23,1.3351,3
2.2205,5.2467,1269,431.28,2.6674,2.1415,0.32127,7.3016,4
0,3.4022,591.18,11.517,0.33467,453,225.93,0.52778,3
2.3824,7.9549,2608.4,1067,0,0,2.0333,0,4
0,8.0334,611.08,1.8874,0,608.86,212.18,0.7793,3
2.9908,1.7102,1444.6,518.16,3.6823,2.4421,5.5988,2.4623,4
5.2543,0.46595,430.35,1.0241,0,0,1.2666,25.686,Unknown
6.7238,10.718,1280.3,749.38,2.0957,0,5.4525,4.6171,4
5.1732,0,1408.1,232.68,0.19428,1.5173,3.6214,0.33039,4
1.8509,7.9394,1133.6,1.3385,2.8805,108.48,7.3228,0,Unknown
0.45013,0.5749,481.88,0,0.46959,0,0.44947,18.184,Unknown
0.60168,1.9186,1035.4,503.74,1.5467,4.07,7.5718,7.7959,4
0,5.6697,1425.8,491.89,3.2069,4.6712,3.2816,9.3488,4
2.2174,10.058,1177.6,1.1533,16.316,0,7.6807,1.4778,Unknown
0,14.071,882.61,4.411,0,6.129,171.47,32.733,2
0.90844,3.1919,733.8,246.42,0,1.0213,0.58062,5.6398,4
75.766,2.6988,1409,0,0.8595,4.9683,499.87,91.095,2
10.206,5.5998,1503.5,755.73,0,0,1.8837,10.387,4
0,1.2505,1182.5,768.74,0,0,1.1392,3.3971,4
0,3.1977,468.95,56.737,0,5.9201,5.971,1.0336,4
2.5822,6.7287,1225.7,881.64,0,0,1.494,10.397,4
5.2332,8.8565,2351.1,3.43,0,1942.3,563.09,0,3
14.688,7.7305,254.86,6.2628,27.566,1.608,15.599,3.5289,Unknown
97.862,782.94,1204.2,0,0,0,0,0.8301,1
0,0.21059,883.41,552.37,0.6527,0,7.805,2.7453,4
0,11.807,1035.1,383.52,0,0,2.9082,18.353,4
0,0,511.29,3.3913,0.34906,6.1723,3.0658,0,Unknown
0,0,627.28,0,8.358,0,1.7772,0.055272,Unknown
0,4.0322,1572.8,3.4015,0,1591.4,396.37,0,3
0.48238,0,1263.3,801.44,0,0,0,5.51,4
19.942,3.4966,1085.6,68.276,1673.2,4.9699,15.853,7.186,Unknown
0,3.2168,930.61,2.4,0,553.49,284.64,1.5382,3
160.3,1270.2,1265,2.9808,2.7574,0,3.6512,0,1
0,8.6463,1205.9,701.98,0,0,6.2017,6.6679,4
0.16003,3.7001,1567.1,770.53,0,2.6891,0.97944,12.624,4
1.4757,0,730.29,0,1429.7,622.29,253.3,2.5892,3
4.9751,7.4846,1672.2,3.956,7.058,13.995,975.17,120.95,2
5.9509,4.539,1353.3,639.63,0,4.8001,0,26.478,4
0.47025,0.2706,1428.9,2.8328,239.32,0,2.4656,0,Unknown
0.71323,4.7715,1139.2,4.9729,0,838.5,282.08,0.028448,3
2.6366,9.7924,1783.2,738.38,3.3357,0,1.0795,3.2206,4
1.2333,5.457,1461.1,994.24,0,0,3.0735,26.916,4
0,1.2307,1182.1,3.9573,0,0,689.54,75.781,2
