0,1,2,3,4,5,6,7,labels
35.926,39.37,693.09,27.537,0.12878,5.6572,3.5905,10.749,Unknown
0,7.3402,1076.7,391.19,7.0115,1.0352,7.162,29.758,4
0.33564,5.8409,714.15,5.6571,0,3.8165,142.51,82.202,2
2.0412,4.309,846.57,27.599,3.6751,3.4558,3.4462,3.5276,Unknown
1300.7,554.99,673.66,43.933,3.829,12.53,11.648,7.6803,1
43.994,11.77,812.81,35.338,10.991,4.6682,721.25,238.61,2
2.4801,5.7239,493.85,133.44,1.6406,0,3.1774,2.0678,Unknown
0.75017,12.421,584.4,24.282,4.4788,114.34,135.83,19.149,3
6.3587,4.8741,954.71,56.615,91.254,18.846,12.723,5.6418,Unknown
6.2636,9.6531,1134.4,462.14,6.7044,5.4271,17.997,20.314,4
0.99131,1.7544,368.13,32.95,0.77278,7.9859,20.083,20.245,Unknown
0,3.5604,808.43,19.574,3.8058,6.3205,383.37,78.534,2
0,4.1165,1300.5,55.991,224.15,0.52362,7.0883,18.583,Unknown
2.425,2.7721,701.12,30.975,0.83969,9.5914,222.17,79.878,2
11.351,8.1428,1058,34.092,1.4598,9.8584,1015.8,267.91,2
1.1618,0.26098,568.01,31.776,6.5191,4.5296,741.39,106.74,2
5.3578,9.2546,1477.9,446.38,2.4561,3.0049,0.23573,14.556,4
46.998,4.6369,1033.9,10.519,6.2063,0,283.06,212.59,2
1.8153,8.286,807.4,23.41,2.034,4.6697,324.52,183.18,2
2.6634,9.8676,949.26,40.649,8.8374,14.217,500.66,145.94,2
0.49458,3.0653,604.59,24.555,4.0501,4.8948,467.23,83.889,2
3.3692,3.2995,734.23,199.19,2.6594,0,3.6296,3.9003,4
0.73848,5.103,993.28,35.864,3.7283,10.236,387.46,156.95,2
0.62399,5.7194,1425.1,422.37,0.75333,4.6468,11.365,31.22,4
0.96124,3.3835,628.62,17.078,2.1843,63.021,216.67,20.318,3
4.6995,8.4442,926.04,46.894,62.079,0.047539,4.5888,1.8461,Unknown
3.7963,7.4049,1613.2,669.5,3.0363,6.0693,7.0181,41.278,4
1.7344,9.7456,811.82,33.411,0,13.847,690.15,138.9,2
1.8948,6.4258,746.25,13.628,0,3.2617,301.27,86.614,2
4.3163,6.9393,918.98,41.326,3.1396,11.268,32.389,22.863,Unknown
5.1281,0.29569,675.68,30.285,3.5741,3.0375,316.48,133.23,2
2.8856,10.401,1139.7,63.28,11.095,4.9848,2155.6,8.2358,Unknown
1.441,11.996,572.17,52.114,2.1607,16.02,105.28,84.963,2
66.51,143.7,493.71,31.648,0.34417,0.84716,15.35,3.202,1
2.8193,21.108,1459.5,855.22,9.1033,1.0145,19.951,3.7296,4
2.2053,12.987,824.59,121.9,8.1263,3.1297,20.813,10.046,Unknown
1.6024,4.4029,461.68,13.571,0,4.0926,58.422,17.07,Unknown
3.977,0.9574,918.4,183.96,1.149,2.6846,8.3613,8.2414,4
2.4915,7.2557,814.67,39.756,8.3018,1.4965,3.758,16.746,Unknown
2.9384,6.2533,400.15,131.32,8.4779,2.2517,18.128,10.671,Unknown
0.81384,6.9765,1300.3,18.534,416.93,0.59942,9.979,4.3265,Unknown
0.44514,1.5231,1606.7,691.52,6.362,1.7164,6.7979,10.014,4
1.8835,5.0701,1080,27.617,189.45,13.765,14.592,13.165,Unknown
51.976,322.48,867.14,62.313,5.8746,11.334,17.208,5.5567,1
28.002,175.02,661.17,31.058,2.6566,3.102,9.1603,6.9631,1
0.30416,1.3611,888.11,23.172,0,76.531,511.97,5.2688,3
4.0035,9.0383,324.79,24.253,4.9734,0.71643,4.5729,2.1898,Unknown
0.99872,6.9625,1077.7,433.01,1.8022,2.869,321.44,7.6113,Unknown
