0,1,2,3,4,5,6,7,labels
1.4183,1.6908,938.38,4.1064,2.3683,2.4158,206.12,90.444,CD4_Tcells
1.4507,3.8479,758.06,4.6567,0,527.05,159.46,0.23761,CD8_Tcells
3.5452,1.8088,704.71,1.1302,12.999,3.4507,10.065,14.1,Unknown
0.9361,0,1515.2,210.54,0.78156,0,2.3342,0,Monocytes
23.454,1.4104,622.91,3.1786,0,2.5607,270.4,24.445,CD4_Tcells
2.3081,2.4735,901.81,371.05,983.37,2.9973,1.1921,5.2443,Unknown
5.6143,6.4432,842.52,5.4878,1043.5,3.9969,190.03,54.579,CD4_Tcells
0,10.206,1399,639.5,0,0.71921,8.1116,5.5056,Monocytes
6.1843,0,362.26,0,1974,0,116.34,1.9627,Unknown
28.795,15.585,1570.9,0,0,141.63,313.7,0,CD8_Tcells
2.8519,0.025761,364.92,0,1826.5,0,0.17614,0,Unknown
2.5742,4.6174,1235.2,0,1049.9,7.7,7.0569,0.77706,Unknown
9.4984,2.2741,1526.2,456.66,1154.8,1.9836,5.1827,12.28,Unknown
0.17686,0.961,904.24,485.19,5.8825,9.7104,0.65079,13.902,Monocytes
0.69933,5.8658,1538.3,559.23,3.362,3.5307,5.9722,23.566,Monocytes
0,8.6661,821.84,1.6075,0.51475,365.25,272.06,0,CD8_Tcells
52.318,8.257,1435.6,48.352,0,2.046,415.7,84.366,CD4_Tcells
17.384,3.9877,1023.9,2.9514,0.40053,38.007,315.47,0,CD8_Tcells
6.0258,6.3396,873.74,623.34,910.58,4.013,2.7741,11.998,Unknown
3.8543,1.9969,863.48,7.1802,0,4.2571,302.3,48.528,CD4_Tcells
27.656,3.0912,1050.5,0,1783.1,3.0448,127.35,41.53,CD4_Tcells
4.4542,2.9049,1618.1,523.65,825.46,0,0.99792,3.8714,Unknown
9.191,11.724,1212.4,370.75,9.3634,1.4228,0,0.1343,Monocytes
0,7.5264,1026.4,0,766.56,6.233,294.81,34.111,CD4_Tcells
1.903,3.4339,1611.7,1.5649,927.84,794.87,203.94,0.60036,CD8_Tcells
0,2.3421,525.36,55.779,0,0,0,0.73706,Monocytes
67.305,8.4442,1538.9,10.21,951.71,51.38,280.05,109.51,Unknown
0,4.4967,1282.4,615.3,0.46204,3.5477,0.27409,4.0521,Monocytes
0.9108,3.3126,1419.5,0,1.8636,11.238,558.91,66.851,CD4_Tcells
0,4.5693,751.17,483.21,0,3.9883,0.83423,11.445,Monocytes
0.60031,0.67322,499.94,267.62,0.22869,0,4.0752,2.3479,Monocytes
1.2436,1.836,919.84,519.22,0,2.2533,1.6503,10.073,Monocytes
2.543,3.662,1139.8,454.38,967.58,0,3.5636,4.9534,Unknown
7.249,12.248,1053.3,0,0,0,4.1508,8.9845,Unknown
60.846,933.17,1134.9,2.0114,1040.6,0,0,0.28722,B_cells
0.12003,6.7475,1203,0,850.88,53.759,3.3366,1.301,Unknown
2.3446,0,1315.4,386.09,0,5.0106,6.7923,5.6404,Monocytes
0,9.278,1352.9,668.77,0,0,3.6848,6.3042,Monocytes
0.18073,3.1175,864.55,144.87,0,5.0061,7.3873,5.6483,Monocytes
0.70754,5.182,529.17,101.54,0,0.26147,0,1.0611,Monocytes
2.4322,3.2781,1633,860.74,1880.8,0,1.5325,2.4819,Unknown
0.26509,6.5996,1299.1,408.15,882.7,0,18.602,12.698,Unknown
0,2.432,730.65,0,0.83778,4.8598,159.86,38.581,CD4_Tcells
0.46807,7.4921,1287.3,615.27,0,1.2677,0.061218,5.8483,Monocytes
0,0.38886,1028.1,3.3429,1.8854,7.53,430.36,47.686,CD4_Tcells
2.5305,4.3744,1723.5,897.65,899.64,1.9678,4.6013,2.0488,Unknown
0.28714,3.0596,525.9,115.71,346.66,0,0,1.6361,Unknown
16.491,12.259,1458.4,896.31,0,0,0.49734,9.2869,Monocytes
0.91633,2.2081,1230.9,0.92664,921.5,0,330.77,63.113,CD4_Tcells
3.7594,6.6701,1207.7,11.873,996.29,0,665.67,102.69,CD4_Tcells
0,3.8907,1222.5,1.8284,14.193,0,7.3014,0,Unknown
0.39809,2.616,1064.7,610.11,0,0,2.0708,13.623,Monocytes
0.87879,4.6271,1703.8,675.92,0.35235,0,2.4695,4.6208,Monocytes
0,5.453,1036.1,434.94,0,0.02482,4.6115,4.7726,Monocytes
1.8916,1.8174,922.68,392.71,0.47649,0.84251,2.3272,10.224,Monocytes
0,0.9373,668.85,301.73,0,0,1.2133,3.3203,Monocytes
0,1.4074,1241.7,785.18,0,1.2335,4.8228,1.6033,Monocytes
4.6051,9.2759,1219,459.52,2.3163,3.68,6.2434,5.9469,Monocytes
1.7552,2.8912,645.88,0,1.8712,3.1285,117.03,35.192,CD4_Tcells
0.1504,0,814.14,2.0254,0,2.2923,191.36,0,Unknown
2.9128,0.955,1001.9,325.46,0,2.4739,2.9869,0.32646,Monocytes
0,10.084,1337.9,706.71,0,0,3.1431,3.9233,Monocytes
7.9253,0.79074,1173.7,476.35,1011.7,1.9933,2.2325,7.5529,Unknown
1.956,1.6135,1181,0,0,0.43781,139.63,55.387,CD4_Tcells
0,2.6279,1385.4,3.8916,0,513.7,219.8,0,CD8_Tcells
0,1.2563,1818.5,572.33,0,2.572,0,9.2046,Monocytes
0,6.2128,1725.7,0.44716,0,1404.8,537.35,0,CD8_Tcells
1.0916,8.7083,1390.5,343.56,1.853,3.6702,7.313,0.85542,Monocytes
28.29,0,817.55,8.4149,966.03,0,11.263,9.6227,Unknown
0.033462,4.3617,960.41,51.221,3.1759,2.1065,10.283,4.1807,Monocytes
6.6883,0.079896,409.78,0,1.7835,0,0,1.5865,Unknown
2.5099,2.5495,1154.4,480.23,0,1.5329,6.8015,2.2208,Monocytes
6.3211,0.26684,843.95,187.65,962.82,0,0,0,Unknown
0,0,809.23,450.15,0,4.0363,4.5042,4.6678,Monocytes
0,2.4416,1160.5,0.75689,2.0319,698.38,288.77,0.17975,CD8_Tcells
0,1.8641,934.83,208,1.6663,0,2.1697,2.8418,Monocytes
0,6.524,1145.6,481.27,0,18.262,14.57,8.1721,Monocytes
0,6.0582,1718.4,1.8588,0,1083.1,445.96,0.45067,CD8_Tcells
120.1,774.13,838.29,9.0092,0,3.5583,4.5912,0,B_cells
0.30327,4.711,1756.5,646.82,927.15,3.7364,0.75532,6.1895,Unknown
199.18,748.83,1137.8,1.9162,945.58,0,10.498,0,B_cells
5.3172,3.8532,1378.1,9.1242,932.05,0.59328,381.79,58.889,CD4_Tcells
3.5685,0.009444,1285.9,500.92,975.52,0,8.6791,8.35,Unknown
30.479,0,1353.4,0,901.34,240.64,208.24,0,CD8_Tcells
2.2092,8.6562,1949.6,0,1246.4,195.71,2.624,2.7869,Unknown
0.45125,5.0243,1042.4,499.59,0,3.6124,5.8311,7.5857,Monocytes
0,8.4536,2769.9,33.15,22.717,0,6.5707,1.1237,Monocytes
0,5.1,1140.8,0.67769,1.8436,969.09,236.31,0,CD8_Tcells
0,1.3858,800.76,365.98,0,0.17165,2.4758,5.2943,Monocytes
0,0.39797,878.89,0.46316,24.73,14.112,2.946,2.3396,Unknown
0,2.5093,633.62,228.12,0,4.0391,1.997,4.6247,Monocytes
0,8.3719,1030.2,6.3561,0,0,303.37,70.313,CD4_Tcells
1.2515,1.1986,867.71,210.73,853.56,0,1.36,5.2683,Unknown
0.99004,4.8722,1679.5,2.0405,5.3408,160.35,2.7375,0,Unknown
0,3.1578,1311.6,0,11.82,4.3328,315.19,91.13,CD4_Tcells
1.8848,3.802,1123.4,189.18,0,0,1.2276,1.9325,Monocytes
0,4.7947,173.87,0,0,0,3.5065,0,Unknown
0,6.9584,1115.1,3.4456,177.3,3.7428,7.8898,0,Unknown
0.15531,8.1582,1258,488.19,804.8,0,9.9721,7.2547,Unknown
0,1.1459,371.47,7.9801,0,6.05,1.9128,0,Unknown
0,0,538.73,23.082,0,0.17463,5.7491,7.0055,Unknown
82.803,684.01,932.44,1.1421,20.286,0,4.5649,1.8641,B_cells
2.5736,0,1229.3,6.5115,0,2.9841,1.6386,0,Unknown
0,4.1462,1011.1,0.74515,0,0,183.97,87.586,CD4_Tcells
0,11.96,1225.7,585.39,0.63596,7.6866,8.7871,5.4582,Monocytes
0,7.6432,970.51,473.68,0,0.14124,0.57566,3.4081,Monocytes
1.579,3.6171,889.85,134.86,989.99,0.37292,2.4755,15.45,Unknown
0.43966,0,922.89,436.13,918.15,0,0.044419,1.8689,Unknown
5.7817,15.495,1999.9,510.95,4.348,1.4271,0.55486,20.91,Monocytes
0,1.263,879.32,0.502,0,5.845,273.94,44.427,CD4_Tcells
0,0,581.13,70.035,0.58005,0,4.0748,10.186,Monocytes
0,2.7916,1572.4,504.33,0,0,3.8923,3.47,Monocytes
2.3201,0.86509,338.09,2.7148,0,0,5.3299,0.89991,Unknown
0,0.45253,1900,0,195.77,60.894,1.8328,0.63163,Unknown
0.61054,5.2171,899.85,428.88,0,5.0198,9.6527,2.7357,Monocytes
0,8.5832,1031.8,227.25,0,1.9791,0,0,Monocytes
0,0,1150.5,415.99,0,4.3857,11.479,3.3579,Monocytes
0.65206,0.73693,1313.8,7.4032,13.205,1.246,0.18287,0,Unknown
0,0,992.28,2.8568,41.319,37.796,0.030494,0,Unknown
0,0.14793,1501.4,4.854,6.5187,26.09,1101.2,0,Unknown
2.1205,1.2836,1276,0.46983,941.63,749.25,256.31,0.2222,CD8_Tcells
4.2721,3.3715,1174.5,3.6508,1083.2,0,363.12,89.093,CD4_Tcells
5.0129,0.76817,798.47,3.9604,0,0.1153,2.5366,7.5754,Unknown
0,6.6648,1013.1,2.8941,968.8,4.7028,459.1,65.091,CD4_Tcells
0,4.0387,852.27,8.8977,0,1.0817,296.27,84.562,CD4_Tcells
1.2441,0.39608,1138.2,385.4,0,0,0.91951,5.2413,Monocytes
1.3963,0.8564,1282.3,678.48,0,3.5821,3.9837,7.3561,Monocytes
10.038,10.133,1221.7,401.49,1874.8,1.687,5.3509,18.772,Unknown
0,5.9508,1153.6,389.81,0,0,5.7369,4.9536,Monocytes
