0,1,2,3,4,5,6,7,labels
1.4204,2.8875,1588.7,342.44,0,0,13.475,5.0059,4
0,8.8064,2262.2,0.71946,87.745,0,11.105,0.9524,Unknown
148.22,598.05,2199.8,3.0346,0,5.8181,0.037818,0,1
0,16.969,3091.5,2.198,0.99965,250.98,195.04,21.249,Unknown
0,0.62869,847.84,11.845,0.045808,2.5531,8.919,0.9468,Unknown
0.14958,10.223,2722.4,693.05,2.5215,8.4736,6.3811,2.8634,4
143.79,917.32,1389.2,2.5602,0,0.16643,0,0,1
0.32542,10.14,2162.6,611.03,0,3.6818,2.0973,4.6506,4
0,0.72207,2414.2,0.62743,0.57908,1.3616,289.69,92.624,2
0,0.23098,1697.6,0,5.4006,1433.9,349.86,0,3
107.46,927.38,1159.6,5.2787,0,0,1.7553,0,1
0,3.052,1486.5,1.8636,0,3.3661,435.19,58.655,2
75.748,6.6301,2084.1,15.44,0,3.1663,553.89,117.16,2
23.072,4.6939,1660.2,10.154,0.49058,0,8.2713,17.582,Unknown
0,1.7355,1206.6,0.58491,0,51.906,64.46,0.19287,3
1.1872,5.2875,2891.5,1097.4,0,3.4699,1.1585,2.9432,4
0.54368,10.543,2517.5,1015.5,0.69659,0.60688,5.4778,1.6599,4
2.1091,11.494,1579.9,1007.1,0.45637,0.10915,1.4651,5.3259,4
0.031239,11.906,4804.7,785.94,0,11.116,1117.1,113.09,2
231.89,2605.3,2410.8,1.584,0,0,4.8804,0.60519,1
0.71137,13.698,2001.6,1285.6,1.8635,0,5.3495,6.2417,4
0,10.434,1946.6,697.06,0,0.61904,2.2973,4.482,4
2.9776,6.578,2099.2,728.76,0,0,3.0324,1.7589,4
0,6.7013,1102.5,0,1.8849,4.0221,342.37,44.583,2
7.3171,0.76745,2317.8,7.0164,0,0,8.771,22.521,Unknown
104.8,13.268,3471.2,2.4367,0,1.1612,790.87,112.69,2
1.3579,2.6059,2877.2,916.98,0,1.9801,3.5319,8.398,4
9.2037,3.8127,161.29,81.279,43.143,14.937,19.614,0.19986,Unknown
64.126,570.93,964.27,7.5282,0,18.071,4.9054,3.1512,1
0,6.8483,628.05,10.565,0.57411,48.436,0,4.7547,Unknown
0,8.8407,1595.7,2.8391,1.916,2.5524,688.24,112.83,2
5.2417,0,3362.4,520.41,3.1648,0.13608,0,4.2652,4
0,4.525,1840.1,724.85,0,0,8.6555,0.47351,4
0.60059,12.81,1250.2,4.6615,0,0.14376,8.8357,9.6111,Unknown
0.36918,8.2584,2110.1,0,0.92907,3.5066,1.3268,1.543,Unknown
0,5.1645,1424.2,168.59,0,0,3.6959,2.01,4
1.5676,11.717,1609.3,866.61,0,10.993,0.48256,4.6309,4
0.55104,13.882,2449.4,785.95,0,0,0.61127,2.8333,4
2.8312,11.37,2056.2,6.9911,0,0.88923,585.24,78.78,2
57.695,1588.1,1457.5,3.0407,0,0,4.8164,0.77054,1
0,16.08,2501,6.2579,2.1157,635.52,367.05,0.74688,3
0,6.313,1894.6,607.73,0,6.4976,9.5757,6.0629,4
0.67107,6.5823,2433.1,1039.4,0,0.27164,5.3378,9.8829,4
0,2.1715,2584.4,807.65,0,1.9046,1.6092,9.4358,4
0.73014,11.614,2039.5,787.79,0,0.7185,1.7252,3.7434,4
2.2111,4.6508,1882.2,816.7,0,0,8.1352,8.6535,4
23.804,17.793,2505.2,19.864,0,0,438.93,147.3,2
72.485,4.8642,2238.9,0.002919,0,0,324.45,105.06,2
10.483,0.97298,1165.6,7.6623,0.33781,2.6284,420.42,32.248,2
0,2.5701,1426.7,388.84,0,0,4.7791,2.2894,4
2.9529,3.6019,2476.7,927.83,0.82504,1.3723,3.3002,0.35772,4
1.244,9.7148,2811,999.01,0,0,4.8169,2.399,4
0,12.095,4234.8,7.2926,6.9604,1296.4,1931.1,0.46142,3
1.9277,1.2732,960.61,0.085551,0,0,112.06,17.719,2
0.1436,0.26821,2153.6,934.01,1.5534,0,0,0.067967,4
1.5529,3.6321,911.7,135.32,0,17.209,4.6536,0,4
0.38381,8.792,2914,611.79,0,0.77703,1.5231,2.7801,4
9.7545,8.6274,4495.8,926.08,4.1045,0,3.2269,3.2313,4
15.222,10.089,1013.2,13.657,0.36991,186.9,228.22,1.202,3
0,8.5708,1713.8,15.901,1.7975,0,5.2802,4.5332,Unknown
0.28856,8.1843,3101.3,4.601,4.3114,824.1,411.94,0,3
8.2949,7.3923,1961.3,0,1.952,7.3492,115.81,38.586,2
71.084,1413.5,2159.3,0,0,0.11512,5.2776,0,1
57.753,6.2147,1882.8,5.4961,1745.6,2.6477,563.91,55.402,2
0,8.8291,3649.5,5.4783,0,1.9059,316.37,253.23,2
50.942,1.8599,2030.8,0,1607.2,3.5673,611.1,66.662,2
0,5.523,1770.8,919.3,0,0,4.8819,6.5898,4
0.88904,6.3313,2574.2,1143.9,0,1.4993,14.41,3.8606,4
0,8.6549,3300,0,5.8703,1335,517.63,0.93085,3
0,2.1544,1719.4,0,70.28,45.36,7.2699,1.5206,Unknown
0,3.6617,1455.5,2.073,0.52865,0.69722,103.84,43.528,2
1.9442,2.9768,2388.4,1223.9,0,0.12088,5.6077,9.0586,4
0,24.362,3389.8,7.3512,0.86594,1.8455,234.9,48.917,2
52.454,13.683,2705.3,5.6229,0,5.8838,428.69,83.31,2
0,3.4747,1695.1,713.89,1.8464,0,2.6114,0.68215,4
223.1,1145.4,1304.6,8.2609,0,0,0.67726,0,1
11.059,5.7605,2708,1023.6,4.7442,1.3429,4.2598,2.3622,4
0,12.571,2071.9,332.3,0,3.0153,8.1373,0,4
0.39412,1.6504,966.18,94.748,0,0,5.3156,0.20578,4
1.9371,9.0103,3438.8,6.2307,118.56,0,13.911,7.9823,Unknown
1.1223,3.4236,1398.9,298.04,1.4024,1.5513,0.93813,7.3738,4
0,2.2687,785.8,3.443,20.027,28.048,9.0275,0,Unknown
33.344,0,1260.2,9.8078,0,7.4484,8.401,23.057,Unknown
0,0.86672,1459.6,0.84368,0,0,1.3663,0.62061,Unknown
0,8.6911,2468.3,0.49713,0,0.1809,175.89,62.609,2
