0,1,2,3,4,5,6,7,labels
0,8.2335,1279.5,0,145.57,1.1557,4.0948,0,Unknown
1.1289,0,1228,572.2,3.8858,1.1941,2.0309,8.191,4
0,2.9582,1033.1,1.3112,0,53.667,358.63,0,3
1.8324,2.8671,1524.9,188.66,0.80916,0.74394,1.9368,0,4
2.411,21.17,231.88,0,0,5.7182,62.525,13.101,2
0,6.8237,1460.7,3.1909,0,605.92,265.18,0,3
2.783,5.4674,847.52,744.78,0,1.7755,0.65636,14.314,4
7.6422,3.6692,1792,0.84088,0.9053,4.662,405.85,52.699,2
3.2671,1.0393,1193.3,8.8939,0,3.6061,434.2,45.68,2
0,1.5951,1414,1.4895,8.9882,0,1.276,0,Unknown
0,3.5446,883.66,324.05,1.7142,0,4.2917,0.51139,4
10.544,180.21,198.88,0,0,5.2402,0,0.33488,1
2.4749,2.5443,1209,4.6324,0,1.5775,332.87,61.092,2
0,2.9465,729.5,274.99,0,6.7651,8.3637,0.73663,4
0.54494,5.1747,1048.6,1.7013,2.9091,0.48767,198.77,44.589,2
6.2447,0.26309,699.66,5.2129,0.94441,3.0736,192.5,32.655,2
0,5.2923,1076.2,456.11,0,0,0,3.4326,4
17.838,2.4413,1025.5,4.7217,0,1.6805,102.78,59.261,2
1.9849,3.9447,1016.3,566.54,0,2.7755,0,0,4
0,0,844.89,4.8806,0,741.24,208.87,0,3
21.522,2.2942,995.22,6.7849,0,0,2.4262,10.015,Unknown
0,2.9865,863.78,335.36,0.073543,0.6407,4.5156,4.0118,4
0,8.1848,1227.6,141.59,0,0,8.2374,0.8948,4
0,1.947,1207.1,0,49.057,68.281,2.3393,0,Unknown
0,5.0627,2272.2,627.68,2.9357,0,4.2551,4.0129,4
4.2398,7.6225,1601.3,559.86,0,1.5365,2.3097,3.1486,4
1.2448,0,1387.5,555.3,0,4.2965,0.48388,26.98,4
0.95656,0,917.01,585.9,0,0.67531,8.2775,0.27455,4
19.366,6.7124,1308.8,2.1719,0,0,273,84.207,2
0,0.90006,957.24,0,1.3929,374.33,101.19,1.0863,3
0,8.043,855.98,2.7709,1.6309,3.6419,292.28,27.127,2
2.3238,2.3004,1493.8,455.92,0,0,3.0756,0,4
147.11,695.1,837.79,0,0.8462,0,0.69485,0.45499,1
0,4.1251,1043.1,2.6999,0.53887,667.3,253.99,0,3
1.7502,4.7601,1381.3,0.89536,0,0,589.15,51.052,2
0,3.7807,1079.9,5.8684,0,7.5832,249.15,98.933,2
1.3432,1.5731,914.86,0,0.53683,688.42,112.63,6.9281,3
50.246,11.02,1851.7,0.79955,0.082239,0,409.13,151.3,2
1.2096,3.315,1412.2,0,1.2651,245.74,171.15,0,3
1.6726,10.862,1193.1,618.09,2.686,0,4.2171,14.927,4
0.38775,5.1803,880.89,400.3,0,1.6316,2.7194,1.6558,4
0,3.0828,1213.1,1.9112,21.931,0,4.7857,0,Unknown
0,2.6721,1339.9,0,0,668.86,193.71,0,3
0.47484,0.91734,619.58,58.303,0,0,0.25192,0.46257,4
31.119,1.4031,797.2,3.4377,0.074941,0,4.4123,5.4632,Unknown
1.9934,0,1027.2,481.55,1.7631,0,6.9492,7.5019,4
0,3.7686,1997.8,0.42115,101.85,7.6493,8.6662,4.0624,Unknown
2.5604,3.2307,1029.8,535.94,0.83737,0,0.83668,3.4103,4
0,1.4712,1004.7,532.07,0.71712,0,1.7758,2.0746,4
0,0,585.84,363.68,0,1.2087,7.1447,8.2011,4
1.5637,8.3514,901.15,471.89,0,0,4.3401,3.3868,4
0.88032,1.0802,1159.6,656.45,0,0,3.1248,10.623,4
0,15.769,1557.6,380.57,0.43983,2.4797,1.5416,8.2876,4
25.622,7.7148,1144.5,5.5527,0.20766,0,282.51,74.932,2
0,10.125,1007.9,515.03,0.71532,3.0629,7.5353,8.027,4
0,8.3038,1094.5,464.23,1.7898,0,1.1926,2.2652,4
0,10.846,1732.2,1262.7,0.42572,0,0.57593,0.47245,4
0,3.4822,1065.8,0,0,1.226,425.04,53.418,2
0.48623,10.165,1396,1.3311,0,3.8495,450.62,60.475,2
0,6.0437,1029.9,307.19,0,2.4799,0.097836,0.30694,4
0,1.1764,1044.7,444.12,2.3603,0,1.983,9.0721,4
2.545,1.5987,1790.3,906.87,2.9348,0,5.5756,7.533,4
0,3.2808,750.91,231.06,0.56091,2.4122,7.2526,3.805,4
0,2.9045,1723.6,1.3059,0.73241,0,114.77,105.02,2
0,2.7778,1132.7,457.96,0,0,0.24905,3.5121,4
0,2.3927,883.6,4.4435,0,497.82,82.897,0,3
1.0438,6.686,987.01,1.212,0,6.4977,266,56.318,2
22.385,0.23613,1229.2,1.0761,0,0.33713,5.9941,1.5077,Unknown
0,4.2907,864.76,490.73,0,6.483,7.271,3.4007,4
0,3.1442,724.09,10.089,0,5.163,0,16.222,Unknown
0.98152,1.0464,1833.6,857.28,0,2.4779,1.5479,5.1331,4
6.1692,5.551,940.31,0,0,2.234,199.16,65.058,2
0.8036,4.469,1275.5,507.2,1.6905,0,2.7748,2.9904,4
0,3.9952,916.71,184.91,0,3.0873,2.2597,0.49337,4
0.048274,0.56501,638.09,5.214,0,2.1786,231.47,58.872,2
9.6678,4.3602,867.87,1.699,0,4.7321,5.3843,7.0409,Unknown
6.3233,14.684,1567.2,619.62,0,11.18,3.2998,4.7368,4
18.272,0,702.03,0,0,0,2.4514,28.73,Unknown
71.318,331.74,802.05,0,0,0,3.9806,0,1
0,0.17843,2203.6,806.41,1.3379,0,1.7981,15.93,4
8.8266,6.6216,1274.4,571.42,2.9077,2.8232,4.784,15.187,4
3.3097,1.1274,1034.5,427.29,2.2233,0,4.0206,5.5229,4
0,0,515.64,152.08,0.75839,9.4387,3.8773,6.9641,4
0.25623,12.877,1547.4,280.64,0,0,1.753,0.26457,4
3.8107,1.8183,973.87,510.72,1.5262,0,2.0715,2.0326,4
0.16129,1.9922,417.45,0.78402,1.7897,0,4.836,10.403,Unknown
0.84065,7.4824,1344.3,1.9386,0,4.8208,310.42,73.514,2
0,3.5986,1797.3,1261,0,0,0.51696,14.056,4
1.7298,13.075,1341.4,10.941,0,72.002,7.6162,0,Unknown
0,4.2428,1140.1,368.11,1.6678,3.4339,5.4727,6.5892,4
1.8569,4.3664,1880,479.66,0,0,0.81096,0.66806,4
4.8606,2.1521,1054.1,0.85863,0.86521,7.3268,524.95,64.238,2
0,3.6154,1932.2,0.34802,0.35886,0,651.09,126.01,2
0,7.5264,1368.8,203.87,2.726,0.13952,1.8287,2.4639,4
0,0.091196,875.34,6.112,0,0.19047,244.24,36.244,2
3.8786,3.7836,1447.4,401.68,0,3.2788,15.094,5.8875,4
0.53589,0.11666,1322.9,504.93,0,0,4.5723,8.7237,4
0,10.454,1767.8,0,60.279,0,6.4548,0,Unknown
0,4.3858,1257.7,483.54,0,5.2489,2.1245,7.757,4
0.29078,3.6204,695.77,0,0,8.9558,388.99,65.388,2
31.138,0,706.82,3.1733,0,3.9747,278.83,63.284,2
0,9.4438,1568.1,0.40429,1.368,0,149.91,67.531,2
66.264,15.004,2194,0.82766,0,280.67,743.76,0,3
0,8.014,1296.3,601.38,0,0,5.5193,0.091042,4
0.3874,8.5577,679.84,0,0,4.952,284.01,27.942,2
3.4348,6.5753,1206.6,1.92,0,0,370.85,103.58,2
0,7.3788,1865.2,0,0,783.92,363.83,3.8066,3
0,1.7424,1320.7,827.56,1.5033,0,1.217,2.1602,4
0.73062,5.2007,2297,0,48.822,283.88,23.529,0.090381,Unknown
0,0,194.3,0,0,2.2236,193.24,0.041597,Unknown
106.03,300.49,535.8,0.42895,0,0.64006,0.74922,0,1
0,7.3645,1274.7,2.3251,124.18,58.511,3.3214,0.37411,Unknown
3.6852,6.981,2796.8,1.8854,32.586,0,2.1301,0,Unknown
0,1.1705,498.67,0,0.49409,0.077311,97.689,27.019,2
0,3.2365,1535.1,474.05,0.57602,1.6695,2.5701,4.42,4
0,2.472,1267.8,5.64,0,1.0577,284.03,57.09,2
0,2.3752,1068.8,5.1408,0.48797,10.64,555.68,43.363,2
0.30857,5.7428,1472,3.4393,5.3057,433,557.38,0.67048,3
7.8747,0.41777,529.47,0,0,4.6948,0.97552,2.2106,Unknown
29.607,2.5541,949.03,0,0,0.62339,198.44,31.403,2
0,1.7313,930.25,519.06,2.5017,0,8.7552,4.0256,4
26.646,5.4252,2214.4,5.6844,0,429.55,525.93,0,3
67.23,743.61,726,0,0,0,0,0.30857,1
0,2.2987,848.72,11.502,0,1.0875,253.03,42.666,2
0.4883,5.9363,1198,5.0461,0,0.78737,416.89,81.048,2
11.422,0.42734,582.86,0,0,42.939,145.63,4.6622,3
0,3.0766,1953.8,0.22637,154.51,2.2541,0,0,Unknown
0.54874,1.5319,721.06,0.40756,0.89794,0,222.69,48.385,2
0,4.0584,1113.8,348.12,0,1.218,5.9549,3.7,4
1.6401,1.7335,1118.4,883.64,1.1406,2.0601,2.4897,2.6707,4
17.549,6.5749,1673.6,1.2844,0,11.533,644.93,92.871,2
0.84862,6.1514,1529.7,0,0,0,0,0.41508,Unknown
0.11336,12.316,1057.6,503.15,0.42509,4.1282,4.0762,3.6303,4
1.4873,2.0317,715.86,50.628,2.3341,2.0479,0,0,4
0,7.7842,851.35,544.56,0,2.4,5.3439,10.076,4
0,4.821,1082.8,389.37,0,0,0,3.9821,4
0,5.9263,759.1,0,0,2.7817,322.31,41.532,2
6.53,9.5334,1206.5,402.83,0,0,0.79564,5.4485,4
0,0.010459,1377.8,3.1986,4.0096,6.4873,253.66,60.288,2
5.0437,10.811,1849.8,1061.6,0,0,8.9573,6.9258,4
0.66493,1.5331,1300.2,772.09,0,2.393,4.239,3.9529,4
0,3.1709,1943.5,8.5774,0,43.6,1291.7,0.17478,3
18.731,3.0707,715.09,0.64308,0,0.82757,7.3707,11.074,Unknown
1.5782,1.8342,673.94,1.1312,0,12.638,248.82,29.559,2
0,2.6585,1588.4,307.77,0,3.4343,3.7127,0.68058,4
