0,1,2,3,4,5,6,7,labels
5.8065,7.8911,410.12,40.435,5.5916,6.2587,59.398,61.181,CD4_Tcells
0.26827,0.54972,433.44,100.66,3.1129,0.61077,1.12,9.3797,Monocytes
0,4.9794,332.65,34.716,3.6241,4.4923,258.92,54.821,CD4_Tcells
0,11.647,498.69,313.09,0,1.9084,16.683,23.548,Monocytes
2.9759,6.35,357.47,13.826,0,12.194,202.66,67.144,CD4_Tcells
0.21364,5.029,248.49,15.189,0,103.1,105.22,21.532,CD8_Tcells
2.2719,6.9411,436.27,174.1,6.6276,4.0823,18.603,27.776,Monocytes
0.17185,13.576,358.34,22.553,1.8424,5.5123,8.7754,18.677,Unknown
0.88263,9.709,556.11,261.85,0,1.7954,20.278,35.226,Monocytes
2.72,13.674,582.34,288.24,3.9854,4.3715,19.699,32.502,Monocytes
0.54705,6.4908,202.03,31.315,2.3166,49.375,86.715,12.916,CD8_Tcells
40.6,4.6988,299.6,5.804,0,1.3722,36.759,33.478,Unknown
0,10.96,576.7,221.71,4.4057,0,21.358,30.892,Monocytes
5.3937,13.616,510.18,35.132,2.7075,5.6662,15.594,28.565,Unknown
1.4402,17.009,150.3,18.761,0.81866,0.92197,2.6629,1.5559,Unknown
0,4.6193,252.13,10.445,0.045509,3.02,188.45,51.585,CD4_Tcells
0.30247,4.9016,340.16,118.76,15.184,5.8006,17.245,40.845,Monocytes
0,14.966,413.83,131.06,1.1405,8.2234,25.544,17.96,Monocytes
82.021,169.85,227.67,19.903,1.4742,7.9626,11.076,4.1861,B_cells
0.74662,6.7944,458.53,112.89,0.80528,0,6.6331,21.836,Monocytes
21.673,9.3045,635.2,36.172,3.9278,2.4477,30.502,52.577,Unknown
0.20224,2.2193,437.66,98.171,0.60397,4.5422,10.852,4.0901,Monocytes
41.657,237.93,232.06,9.7754,1.3736,0,1.8773,10.113,B_cells
0,6.5413,343.06,30.24,95.426,62.027,9.7263,10.099,Unknown
1.0178,24.605,428.99,119.89,0,0.44168,11.917,6.674,Monocytes
0,7.2516,474.85,136.96,3.8954,0,4.8742,6.3785,Monocytes
0,8.8066,562.29,246.35,9.8198,0.67901,12.045,38.579,Monocytes
0,5.4246,444.25,169.46,0,0,5.5536,23.764,Monocytes
15.06,113.85,141.32,14.697,0,0,5.1964,8.1918,B_cells
1.8822,5.8269,428.12,43.569,1.5861,0.92065,1.4814,6.0378,Unknown
0.45007,12.327,716.7,249.97,0,6.7531,39.852,51.56,Monocytes
0,10.815,388.19,25.043,4.8843,0,22.393,18.835,Unknown
0,11.221,482.12,205.33,3.2369,2.1677,24.726,25.179,Monocytes
0,9.4084,225.53,19.906,1.7894,45.144,73.657,3.8058,CD8_Tcells
1.0312,3.9007,80.12,4.156,3.8843,1.1878,3.4589,0.78219,Unknown
60.288,127.68,231.33,9.9819,0,0,1.3074,0,B_cells
0,8.699,348.82,116.9,4.3381,3.323,16.311,8.6727,Monocytes
0.079876,8.9862,320.67,74.038,2.2726,0,3.8138,5.2565,Unknown
2.278,1.9663,157.52,7.8119,0,0,0.33577,3.6616,Unknown
1.2164,26.298,581.18,261.84,0,3.8248,28.948,46.181,Monocytes
0,1.623,216.33,18.198,0.50258,5.9812,176.34,47.035,CD4_Tcells
2.4172,21.803,502.98,104.7,1.5957,0,4.0515,8.534,Monocytes
24.356,6.2508,271.63,17.591,0,2.8767,84.861,23.821,CD4_Tcells
