0,1,2,3,4,5,6,7,labels
0,5.5863,878.57,6.8971,2.8117,461.38,208.11,0.083495,3
0,2.5065,1477,686.09,1.5347,0,3.9774,24.174,4
1.3364,9.9983,869.36,500,0,0,12.171,16.314,4
0,0,487.7,0.25943,0.49531,0,5.4746,0,Unknown
0,4.0934,1491.2,0,0,1200.3,163.01,3.5253,3
0,9.518,979.78,521.58,1.1353,0.19209,4.0025,1.8702,4
0,9.2561,940.47,8.9681,0,0,515.29,75.559,2
0,2.651,1332,467.47,0,6.0003,8.9481,9.7615,4
0,3.449,1285.1,605.36,0.94149,0,4.0239,2.0114,4
0.075999,4.3994,2254,885.19,15.608,0,4.9776,7.9263,4
19.321,3.3312,1666.8,6.9159,0.45926,0,392.79,135.29,2
0,3.4756,546.03,114.63,0.065044,0,0.30735,10.796,4
2.6622,0.73648,1534.3,791.96,0.036839,7.1889,0,3.5423,4
53.2,942.53,798.88,7.1838,0,0,2.7765,0,1
0,3.3613,1741.4,813.84,0.035645,0,4.6609,3.2326,4
0,0,725.28,2.5003,1.3946,0.35459,3.7358,6.6899,Unknown
0,1.8506,1089.6,562.96,0,5.8486,0,11.771,4
1.9016,10.143,1285,863.67,0,0,8.029,14.038,4
0.53039,7.0651,1371.1,0.88622,93.986,12.532,5.5379,0,Unknown
0.98259,0,937.48,492.16,0,0,0.68625,1.6497,4
206.46,730.01,1322.6,4.3964,0,0.11046,2.052,0.99919,1
1.7472,1.0827,1468.1,2.2852,173.41,0,0,0,Unknown
1.3945,0.59711,1265.5,0,4.903,130.82,0.73008,0,Unknown
1.1081,0.39442,931.25,411.39,2.8454,1.9481,0,3.3219,4
1.1207,9.9998,794.05,263.39,0.73207,2.0892,0.8148,2.8698,4
3.7026,7.475,1477.7,806.92,1.3346,0,2.0963,10.699,4
0,3.0467,1101.3,2.0988,0,308.04,226.9,5.4694,3
0,9.0444,1452.1,893.39,0.18609,2.0579,6.442,7.0385,4
0,9.0497,788.91,4.4668,0.88545,588.23,334.16,0.81926,3
0,0,984.82,379.95,1.3434,4.6511,2.6319,15.288,4
2.2782,4.4592,1498.9,669.68,0.84132,2.4244,8.4444,0.67253,4
7.0504,6.0719,1174.8,14.938,0.32437,1.5374,606.19,84.756,2
0.64896,3.6286,1394.5,524.45,1.8263,3.7351,2.4017,8.8217,4
0.80158,3.1974,889.19,653.74,0,0,8.345,4.0614,4
3.726,5.7893,1168.4,679.9,0.57026,0,4.7067,10.476,4
10.344,3.1011,855.02,4.0106,0,2.1068,8.6476,3.0168,Unknown
0,0.4496,819.13,0,0,663,221.1,0,3
0.53764,3.6132,1085.4,680.53,0,0,17.871,4.3519,4
0.83001,0,897.64,0,6.2463,0,2.923,0,Unknown
1.1157,8.3419,1238.6,555.72,0,7.5968,0,3.2484,4
0,2.6379,831.7,0,0,648.07,280.97,0,3
0.79319,10.732,964.64,312.75,0.16769,0,1.7361,4.4884,4
0,0,375.48,139.03,0,0.14778,0.097888,0.52818,4
2.4611,4.4222,1078.4,599.74,3.1333,2.2151,0.95256,8.5439,4
0,0,1276.4,5.7127,0,808.22,405.91,1.1723,3
91.507,5.9246,1711.9,0.87043,0,1.9673,577.86,95.808,2
2.7832,8.1831,1237.7,654.06,2.6727,0,3.8571,6.9138,4
0,1.6101,1076.4,562.39,0.30399,5.8313,7.728,4.9711,4
0,18.785,983.32,5.6135,2.2805,668.01,540.58,1.075,3
0,0,1121.7,579.63,0.10508,2.9413,1.4487,12.014,4
38.908,2.3007,1445.4,0,1.3752,0,525.81,95.624,2
0.015785,1.0303,36.959,7.8435,0,0,0.27005,0,Unknown
0,8.3893,1872.2,979.3,0.033535,0.66906,7.6674,16.619,4
0,0.34774,532.82,0,2.4783,7.0656,444.85,40.791,2
0.85475,2.9324,1161.2,348.47,0,0,1.8002,0.85204,4
0.4759,0.92863,746.94,523.43,0,0,3.9541,4.3543,4
0,6.8394,1368.7,0.44662,0,0,259.92,98.692,2
1.2092,7.3087,1588.4,3.4353,0.92437,10.737,1102.5,0,Unknown
0,25.111,858.82,0.9926,0,2.3696,0.15494,0.31636,Unknown
3.5917,0,789.84,0,0.24704,11.1,74.114,0.64899,Unknown
9.3016,7.9893,1006.8,2.5042,0,5.6527,516.52,75.669,2
0,234.1,1460.5,0,0.49919,0,599.2,97.577,Unknown
0.69749,4.7777,1676.5,741.86,0.17637,0,0.78336,8.8795,4
0,10.195,1650.6,4.4363,32.522,23.835,9.9333,1.2744,Unknown
1.5565,7.2687,1549.5,3.7184,0,11.047,879.23,87.211,2
0,4.6015,1283.3,698.3,0,0,4.1275,2.3208,4
0.071442,0.82376,1089.2,484.61,5.1151,7.3725,6.5092,11.056,4
1.0985,2.9371,786.93,0.12502,0.82006,979.14,232,0,3
0.077265,0,1450.5,0,0,3.2787,418.7,86.78,2
1.4677,2.4049,1004.3,0,2.4246,646.52,287.12,0.86315,3
1.4172,4.7821,1700.6,1069.6,2.279,5.9071,12.727,14.632,4
0.9432,2.3755,1278.2,557.56,0.95866,2.1646,4.0736,6.9102,4
1.8533,2.9598,696.47,3.3331,0.058561,2.5448,401.27,83.967,2
28.15,0.3602,501.64,10.979,0,3.9038,1.1879,20.625,Unknown
0.23103,4.8993,1206.6,725.38,7.3,15.762,6.6612,17.802,4
1.7383,9.0869,983.98,537.92,0,5.8453,0,10.732,4
0.90609,0,1291.8,735.45,0.49196,0,9.0812,1.8991,4
22.59,5.3475,1125,0,0,0,276.94,81.377,2
0,3.1369,1247.5,361.87,0,0.85957,5.021,3.4579,4
0,0,399.39,120.87,5.6172,0,0.17955,11.103,4
0,3.1185,1283.5,779.67,0,0,2.1794,7.8868,4
17.183,5.3231,1265.3,6.2776,0.35209,0.055654,237.9,63.817,2
43.711,2.327,569.41,8.7549,0,10.823,219.55,0,Unknown
0,6.5723,2153.7,3.1805,0,2010,493.22,0,3
34.2,1.4726,663.35,5.0401,0,0,335.72,48.909,2
0,11.793,2465.8,691.07,1.1316,1.3086,0,3.2191,4
0,9.4022,1199,7.2991,0.99844,6.0009,813.95,62.075,2
3.9788,3.9424,790.71,402.44,0,2.789,0,0.56763,4
0,3.4597,879.86,333.73,0,4.9278,0.36999,10.938,4
0,5.7723,1177,0,1.3068,11.15,550.79,0.64254,Unknown
126.79,1313.5,1103.6,4.7329,1251.5,0,0.49509,2.2572,1
0,2.2571,493.6,252.21,0.64936,0,3.6809,3.7891,4
0,11.024,2235.6,1.7452,0.18824,833.65,426.85,0,3
0,1.7297,867.12,161.47,0,0,1.2306,1.7492,4
82.641,8.3627,1263.7,0,0,0,9.1037,33.981,Unknown
2.7987,2.4921,1077.5,551.4,4.9741,0,2.4295,16.09,4
81.781,436.66,512.35,9.5353,2.86,0.19727,1.5326,0.37327,1
0.015526,2.4961,1006.1,563.27,2.4433,0,5.1042,7.0624,4
0,1.2037,40.985,5.3627,0,5.2601,0,0.46321,Unknown
0.25853,0,178.46,2.7282,0,1.7214,75.661,14.374,2
2.7743,2.0573,1178,1.4668,0,1067.8,462.76,0,3
0,3.1073,2077.1,980.1,2.0694,0,2.8928,6.9145,4
0,2.33,860.27,0.027788,0,2.9451,470.59,82.515,2
30.01,5.4004,732.49,1.6026,0,0,270.48,15.049,2
0,3.4125,1053.8,3.405,0,1192.4,300.3,0.60493,3
1.9985,1.0733,1135.5,673.78,1.7449,1.3987,0,14.442,4
0.18497,6.7429,1344,627.25,1.1772,0.069356,1.1565,13.247,4
5.7274,1.1831,1109.8,297.72,0,0,1.344,0,4
0,24.477,1458.9,6.318,0.11068,533.13,349.86,0,3
43.839,2.0808,650.18,0,0,339.96,263.61,0,3
0,1.3347,619.13,397.12,0,0.18951,2.1655,3.4051,4
0,3.3484,1012.1,5.0189,0,634.95,244.56,0,3
0,1.4977,1400.9,844.01,0.67006,0.22358,2.6545,1.541,4
0.53362,2.8721,1344,488.84,0,0.41134,1.7344,9.9762,4
0.043451,0.23059,647.12,6.5457,0.51106,6.0203,238.05,45.455,2
0.82067,3.0129,867.28,466.6,0,1.0067,2.179,20.447,4
1.1608,4.8884,1686.8,675.12,0.22505,4.9197,4.2209,10.364,4
0,2.4882,1194.3,623.52,0,0,7.9954,5.41,4
0.71027,11.911,1253.5,597.99,2.3773,4.0594,8.2071,6.7072,4
0.59705,3.9441,1508.6,6.8312,0.42669,764.99,425.93,0.68663,3
0,3.6157,1264.1,579.25,1.9589,0,6.618,12.886,4
0,0.90158,1228,715.8,0.74162,10.433,8.195,21.979,4
0.51983,2.8061,428.12,0,0,1.3068,1.198,35.777,Unknown
18.216,13.327,566.99,3.4054,0,0,6.1675,11.345,Unknown
0.875,9.9977,914.88,465.61,0,0,0.68419,5.0698,4
0.90657,9.8863,1078.8,694.67,0.52192,0,17.541,8.0376,4
0,0,1416,654.35,3.5963,1.7216,5.9154,4.5288,4
0.54638,4.6075,748.34,0,1.1773,711.05,248.49,1.6327,3
