0,1,2,3,4,5,6,7
2.3179,11.665,2322.1,662.08,1.1924,3.2303,2.8168,4.3787
0.0,14.056,2511.4,552.3,0.12405999999999999,0.76722,7.8905,13.245
0.0,7.5596,1952.7,970.77,0.0,0.0,6.1741,9.7466
0.39626999999999996,3.6864,1780.2,852.45,0.0,0.0,13.265,9.6259
0.31285,6.7353,3463.5,1069.3,0.0,1.6993,6.6677,1.187
0.0,0.34206,786.53,137.66,0.46126999999999996,6.9313,3.8873,0.0
1.8501,1.5667,2670.7,1102.1,0.9489299999999999,0.55411,8.802,25.226
0.0,0.21541,2649.7,977.78,1.5324,0.0,4.7885,7.218
0.0,0.0,2145.1,1168.0,0.0,2.8516,0.40712,3.1719999999999997
3.801,16.795,3373.9,694.88,0.33046,0.0,0.3082,0.0
0.92133,0.0,1721.1,295.89,0.3551,6.7129,0.44192,6.6536
0.0,1.726,2085.6,396.79,0.0,0.0,0.93305,0.0
2.8504,7.226,1998.3,1242.1,0.0,0.0,1.5143,1.0765
0.0,1.1455,1719.8,528.6,1.9739,2.3316,3.2395,0.0
1.1840000000000002,4.6735,2192.5,131.38,1.6979,0.0,3.8191,4.1763
1.1565,6.472,2004.2,574.44,0.62493,0.0,2.4898,2.8735
0.62045,6.3669,1658.0,298.11,0.5834699999999999,0.0,6.8989,11.325999999999999
0.0,6.5747,2158.8,755.65,3.9849,3.673,10.254000000000001,2.2158
0.0,0.68702,3268.6,786.05,3.0151,0.0,8.7298,6.5928
0.0,17.107,2397.8,1149.6,0.0,0.0,3.0862,7.436
2.0321,4.8277,1991.0,554.37,0.49083000000000004,0.0,2.5625,16.298
3.3971,6.632999999999999,2243.1,1179.2,0.0,0.0,2.8802,1.4656
1.791,2.9323,2285.9,1102.4,0.0,0.0,7.2599,4.8103
0.0,11.052,2384.9,772.04,0.0,0.81183,5.9966,2.4408
1.9854,6.5924,1961.1,228.78,0.0,0.9275200000000001,0.16404000000000002,1.8576
2.1126,7.7151,2993.0,786.22,0.11273,6.0437,11.354000000000001,3.1205
3.2233,45.25,3297.6,1043.0,0.9893799999999999,0.32878,2.9904,6.8584
5.9427,10.585,2472.2,327.78,2.6742,0.0,0.37906999999999996,2.7696
5.4661,2.9339999999999997,1853.4,895.18,3.3793,0.0,5.3456,4.2774
2.6899,12.020999999999999,2531.4,968.05,0.0,9.8049,4.0072,4.611000000000001
0.99426,3.802,2168.4,604.65,2.1233,0.0,0.40537,1.4345
0.9781799999999999,14.651,4557.8,283.34,103.1,4.4341,7.1619,7.2216
0.0,8.133,1554.9,675.56,1.0369,2.3996,3.4099,3.5842
0.0,2.2721,1282.8,129.81,0.57212,0.0,2.9607,1.604
0.0,2.1416,2372.2,701.42,1.6838,1.328,5.6363,11.239
1.9776,5.4198,1757.0,239.15,0.0,0.0,1.7761,1.5317
2.5505,5.1807,1359.5,92.59899999999999,0.0,0.0,0.054622000000000004,1.5730000000000002
0.11802,4.5448,2544.4,831.82,5.7410000000000005,0.0,4.1556,11.142999999999999
1.8766,20.974,2845.1,1044.5,0.0,0.8992899999999999,0.0,8.7749
1.2749,0.30639,1846.8,499.87,0.37118,2.8354,10.392999999999999,7.8741
0.0,6.872000000000001,2116.5,824.92,0.0,0.0,4.0747,14.113
5.9246,3.8189,2464.0,730.89,0.0,0.0,1.3493,7.303999999999999
3.678,7.7197,1986.7,880.17,0.86851,7.4658,2.2378,2.6291
0.8703299999999999,13.084000000000001,1835.0,656.46,0.9277200000000001,5.12,7.2138,18.674
0.28939000000000004,3.3912,1510.6,184.25,0.0,1.7139,2.1536,0.7643
0.0,4.8203,2241.3,759.09,0.725,0.023306999999999998,3.1849,4.3279
0.0,0.0,626.44,221.09,0.0,0.0,0.35163,3.2949
1.9756,7.2962,2117.7,770.0,0.022743,4.2998,6.6566,5.1474
3.4894,4.747,2432.1,330.67,1.756,1.0938,1.6534,1.0619
2.0626,5.9646,2895.1,1028.8,0.0,0.031582,3.9385,5.0859
1.2737,4.9649,2277.0,868.25,5.8715,0.0,0.0,1.1283
0.0,2.5813,1110.7,511.31,1.8185,0.0,8.1892,7.8563
0.0,5.8307,2288.4,676.28,1.0185,3.0192,2.7615,5.649
2.9472,6.2778,2202.6,904.39,0.0,2.9304,5.5414,4.5603
0.0,3.0924,2411.4,720.42,3.8298,2.8092,4.9428,0.36567
3.6430000000000002,13.919,2872.7,961.72,32.576,2.2478,2.4888,2.1735
0.0,8.3514,2935.7,1317.3,0.0,0.0,3.1361,21.01
1.331,22.541999999999998,5587.0,456.95,1.0577,0.0,8.218,5.1909
3.1995,1.0694,2669.0,886.79,0.0,0.0,1.6259,10.38
6.9586,9.7652,2431.0,599.49,0.0,0.0,10.234,4.3434
1.5771,1.7178,2519.4,838.54,3.7658,0.31118,2.0012,6.2395
0.0,2.1071,1199.2,404.51,0.91995,0.0,11.714,0.47568999999999995
0.0,9.7188,1776.7,708.61,0.0,0.0,4.2432,4.0541
0.0,11.251,1274.3,173.14,0.0,0.0,3.4102,2.1314
1.2746,8.5605,2515.9,911.88,0.0,9.3541,7.2564,8.4199
0.0,12.616,1918.0,309.52,0.0,0.9793299999999999,0.0,1.6619
3.1527,10.895,3712.8,610.78,6.2543,0.5675,1.8284,11.648
2.1096,8.2893,2233.9,874.11,0.0,4.6243,5.595,7.0171
0.0,5.2263,1734.9,163.57,0.058827,1.4225,7.3942,4.5587
0.0,3.0776,1658.3,147.34,1.4361,0.0,4.3931,3.2948
0.0,5.0692,2042.4,346.88,0.0,0.37448000000000004,7.3809,1.7437
1.2925,4.8157,2306.6,568.61,0.0,0.0,0.0,2.0251
1.9793,24.065,2450.2,938.03,0.0,0.0,8.5488,7.5553
0.0,4.3388,2651.4,272.29,2.6068,1.0418,2.431,7.1692
1.1462,9.3793,2923.1,1244.6,0.30746999999999997,2.6498,7.4042,0.19501
0.83373,8.7806,2157.9,486.18,2.4819,0.0,2.5994,2.5095
1.9906,9.2596,1336.9,583.29,1.4755,3.435,6.6672,19.557000000000002
4.9018,19.935,3015.2,532.78,0.0,1.3158,0.0,2.3138
0.0,6.4638,988.85,199.73,2.6943,0.0,4.9913,1.5730000000000002
7.9744,13.89,2831.3,1025.1,3.9338,0.0,4.0651,18.028
0.0,9.4121,2007.7,546.07,0.0,3.5189,7.4831,7.678
0.73639,2.8095,1691.7,811.87,0.0,0.0,4.7342,3.2441
0.0,8.9454,2416.3,475.52,0.0,4.4121,0.0,5.968
0.0,0.48551000000000005,982.78,211.86,0.5706100000000001,15.270999999999999,8.9822,4.6521
3.7503,9.6534,2392.9,821.03,0.0,0.0,1.7187,2.6777
0.0,10.592,1302.2,196.16,1.7212,8.664,5.6162,8.5452
0.0,7.239,2679.5,931.63,3.9286,1.8078,0.45407,17.512
0.0,12.365,2381.8,940.03,0.34435,6.6384,1.9214,5.9442
2.7714,12.614,2838.6,858.73,0.0,19.078,8.2514,8.5244
1.2753,7.9275,2724.3,730.02,0.08131000000000001,0.0,2.7051,4.1029
0.0,0.0,2031.1,763.74,5.7663,0.0,3.6612,3.3109
0.0,3.6877,2385.0,677.8,0.30118,0.0,1.8369,3.8064
4.1338,1.5852,1582.2,468.81,1.5859,0.11467000000000001,4.0466,11.097999999999999
0.89294,5.2339,1316.2,162.25,0.0,0.0,1.3034,4.5889999999999995
2.2528,4.7423,2111.3,765.12,0.0,18.311,18.215,9.566
0.5108,5.7942,1996.8,659.46,0.0,0.0,0.14197,14.562999999999999
0.26155,0.071426,838.53,44.082,1.8582,0.0,10.934000000000001,5.6766
1.5658,3.9796,2361.7,806.52,0.0,0.0,5.8914,5.5291
0.8739899999999999,11.591,1534.5,237.48,0.0,0.0,2.6319,0.27014
0.49862,7.9458,2715.2,751.29,1.2095,2.9378,0.0,24.53
0.0,3.8094,746.42,112.04,0.0,0.32874000000000003,0.65835,2.6575
0.0,2.0362,1937.8,660.26,0.89474,5.8654,5.2467,14.501
0.2395,9.866,2441.0,760.25,1.9311,0.0,2.5009,4.5969999999999995
0.0,4.7382,1889.7,921.11,2.9731,0.0,3.8876,16.521
2.4337,5.2917,2253.9,879.99,0.62238,15.870999999999999,5.0357,0.066762
1.4491,3.6033,2607.3,830.55,0.0,1.5798,3.7866,9.9553
0.0,10.135,1989.5,918.09,0.0,0.0,4.8243,6.655
0.0,14.439,3757.6,286.33,2.9802,10.317,4.6939,5.9781
0.0,0.8421200000000001,1054.7,489.49,0.0,5.6586,0.8309700000000001,2.2344
0.0,2.7501,1771.3,824.7,0.0,8.0057,8.4562,16.398
0.21670999999999999,10.709000000000001,1675.4,502.72,0.5644899999999999,0.0,1.6909,0.0
0.12789,2.6986,2996.7,504.92,1.3276,0.0,5.9941,0.0
0.0,11.697000000000001,2161.1,751.17,0.0,1.3251,12.055,19.373
0.0,14.557,2743.2,362.61,0.0,0.0,2.8602,1.9642
2.1374,9.8234,2458.2,1175.8,0.0,1.3491,1.568,0.0
0.0,1.432,2466.4,1079.5,0.0,0.0,2.9931,3.1943
1.4501,10.985,2398.1,811.5,0.0,2.0377,3.6651,5.4754
0.9347200000000001,6.4001,2565.4,1220.4,2.0154,0.0,6.4561,10.772
1.182,5.3145,3215.5,641.9,2.9056,3.1366,5.9173,1.8058
0.0,0.25129,899.36,141.88,0.0,0.0,1.8909,0.0
5.5920000000000005,1.9353,1610.7,371.98,0.0,0.0,1.2341,3.4589
0.026756,11.171,2714.4,1135.9,0.0,0.0,1.0893,16.979
2.27,4.6643,2346.1,952.0,0.0,16.663,15.302,1.5046
1.2279,11.815999999999999,2323.8,377.89,0.0,0.34276,2.0125,0.16814
0.18624000000000002,3.4930000000000003,2529.9,881.18,0.0,1.4209,4.1155,13.575
1.7930000000000001,0.0,1679.0,399.13,0.66867,0.0,6.8487,5.1939
2.5967,1.2830000000000001,1846.8,1039.8,0.0,3.9891,5.074,7.0212
0.0,15.014000000000001,2932.2,1102.4,0.69272,0.33105,5.3409,7.0663
0.0,0.13041,2141.5,902.48,0.0,4.2698,5.0278,8.5024
0.9722299999999999,11.311,2340.0,294.25,0.0,0.0,5.7327,1.8201
1.6556,15.692,2463.3,376.48,0.0,0.0,0.0,0.1132
0.0,4.4689,2466.6,764.08,0.0,4.5403,6.0603,6.7794
0.0,11.99,1943.0,720.07,0.0,1.6276,3.4717,7.0615
3.9723,13.304,3528.9,1046.3,6.9442,0.0,3.8875,5.5053
0.0,4.0799,1247.0,439.16,2.83,4.8887,3.2447,1.6861
39.393,3.0389,1656.0,41.934,0.0,0.0,9.6098,31.733
6.7571,6.6446,2908.5,1068.7,1.4943,2.2243,3.8666,20.587
3.1055,14.886,2325.9,624.8,0.65412,9.4038,0.52018,14.649000000000001
0.0,9.0758,1807.0,205.07,0.0,0.0,0.0033049999999999998,0.0
0.0,1.8464,564.07,38.306,0.91879,0.0,0.0,1.147
1.5513,6.8796,1722.7,255.45,0.56296,0.0,4.5394,0.7862399999999999
0.0,5.5693,2001.4,518.85,0.41993,4.6831,11.264000000000001,1.5768
9.1875,23.328000000000003,2978.0,909.94,8.3634,5.9804,1.7491,9.5873
0.0,10.405999999999999,2014.8,1041.6,2.1418,4.6869,4.1913,0.8733299999999999
3.3899,6.8794,2354.7,936.74,0.0,0.0,0.74183,4.1533
1.4794,6.8258,2340.5,1332.5,0.36983,0.0,4.9355,1.7308
2.469,13.56,2554.9,812.5,1.3457,0.0,5.2631,9.6887
1.4827,1.6956,1749.9,676.13,0.0,0.0,4.3758,4.1721
2.6324,7.5481,3022.0,1101.8,1.768,1.0363,7.7737,4.2774
4.3421,6.2292,2107.5,1116.0,0.0,0.47841999999999996,5.523,12.284
4.685,2.7165,2299.7,1156.7,0.0,1.2311,4.0547,3.0681
2.6993,3.0948,1849.2,568.97,0.0,20.054000000000002,6.382999999999999,9.7772
0.3157,6.2827,2640.6,572.89,2.1659,1.8108,0.0,5.4755
1.9133,3.5046,1643.5,661.79,0.0,0.0,5.1666,3.6989
2.7473,2.5679,2245.6,733.95,0.0,0.0,6.6264,1.0109
0.0,6.0659,1676.9,555.88,0.0,3.6385,8.4477,10.216000000000001
2.1737,2.8879,2375.7,901.96,0.0,0.0,0.0,8.9967
1.5165,8.1631,1206.7,246.14,0.0,2.4046,2.6286,2.2505
0.0,17.974,3551.8,1413.6,0.0,1.2964,2.6369,0.07365
0.8993,4.7495,2402.0,625.18,0.67005,0.0,6.2031,1.2763
0.0,7.3589,2261.0,294.85,3.7272,0.041373,6.2948,1.0327
0.0,10.43,4303.4,169.38,40.49,0.0,12.882,6.0908
0.0,4.7909,1552.3,595.14,0.0,8.5797,9.8816,1.0288
0.0,10.536,3101.3,1687.9,0.0,0.0,2.5579,3.2956
2.9356,12.251,2835.2,491.62,0.0,1.5369,2.5328,3.0245
1.7757,3.0335,2387.4,1001.1,0.0,0.34912,3.4699,4.7235
0.0,7.9991,1504.6,182.27,0.0,0.0,1.2369,0.77283
0.0,1.5359,2303.3,864.74,0.0,0.0,6.8597,1.3853
0.59337,9.7616,2447.4,620.53,0.0,0.0,0.98225,3.6325
8.1064,7.5622,2584.7,1399.8,1.6911,5.0793,13.245999999999999,7.5683
3.4585,7.4872,2839.5,1164.9,0.0,12.434000000000001,5.3759,0.0
3.2344,2.0255,2324.3,646.9,1.7428,0.0,2.3724,6.0427
0.0,5.9154,2464.3,777.78,0.0,0.0,7.8752,14.376
9.0688,0.7319899999999999,577.14,99.04799999999999,0.7156399999999999,0.22336999999999999,0.0,2.0872
2.6367,5.5796,2278.2,774.39,0.0,7.6089,6.8818,13.187000000000001
1.0243,10.599,2321.4,401.91,0.0,0.75795,0.6795399999999999,0.4372
