0,1,2,3,4,5,6,7
0.0,8.8064,2262.2,0.71946,87.745,0.0,11.105,0.9524
0.0,16.969,3091.5,2.198,0.99965,250.98,195.04,21.249000000000002
0.0,0.62869,847.84,11.845,0.045808,2.5531,8.919,0.9468
23.072,4.6939,1660.2,10.154,0.49058,0.0,8.2713,17.582
7.3171,0.76745,2317.8,7.0164,0.0,0.0,8.771,22.521
9.2037,3.8127,161.29,81.279,43.143,14.937000000000001,19.614,0.19985999999999998
0.0,6.8483,628.05,10.565,0.57411,48.43600000000001,0.0,4.7547
0.60059,12.81,1250.2,4.6615,0.0,0.14376,8.8357,9.6111
0.36918,8.2584,2110.1,0.0,0.9290700000000001,3.5066,1.3268,1.5430000000000001
0.0,8.5708,1713.8,15.901,1.7975,0.0,5.2802,4.5332
0.0,2.1544,1719.4,0.0,70.28,45.36,7.2699,1.5206
1.9371,9.0103,3438.8,6.2307,118.56,0.0,13.911,7.9823
0.0,2.2687,785.8,3.443,20.027,28.048000000000002,9.0275,0.0
33.344,0.0,1260.2,9.8078,0.0,7.4484,8.401,23.057
0.0,0.86672,1459.6,0.8436799999999999,0.0,0.0,1.3663,0.62061
0.9487200000000001,5.4751,1947.6,1.8624,111.55,31.895,4.7562,0.0
7.4798,2.2297,1100.9,0.0,0.0,6.5782,52.931000000000004,0.24488000000000001
0.0,0.33426,1877.0,15.58,192.42,3.8155,2.1785,0.0
5.1597,0.0,1204.6,1.5027,0.0,0.0,3.3633,45.701
0.0,0.0,771.51,0.0,18.273,1.1404,0.0,0.0
0.0,6.2867,696.9,6.4308,0.0,6.3662,5.6699,0.0
32.546,4.1672,2259.4,5.1343,0.0,0.0,0.15189,35.914
5.4473,2.1819,2200.0,272.55,1721.0,0.0,1.5404,4.757
0.0,0.0,3279.5,4.0854,151.71,4.3953,5.0434,3.6079
0.0,3.1459,3172.6,7.2885,0.0,9.7473,3.5307,0.0
0.079739,2.4252,1870.1,0.0,0.0,0.034317,2.3695,0.0
2.4226,11.523,2437.1,7.9625,24.285999999999998,65.094,4.1893,0.8317200000000001
17.205,3.4179,1224.6,4.543,0.0,0.0,0.0,7.4944
0.14045,1.8075,696.17,1.9625,4.5606,23.525,4.3743,0.8476799999999999
0.0,5.6819,2659.4,4.5409,0.0,316.09,315.71,57.498999999999995
24.622,3.5241,2488.8,0.0,0.0,0.60987,4.0478,61.483000000000004
1.2285,17.055,2190.8,2.9760000000000004,0.0,12.386,6.5826,5.4438
0.0,0.8976200000000001,544.41,3.7785,0.0,3.9504,11.484000000000002,4.647
0.0,10.612,2072.5,3.7118,1.0852,8.4655,5.6721,0.10407999999999999
15.398,0.5856,1695.0,0.0,0.0,0.24305,2.6407,3.3151
1.9736,6.0268,2990.2,1.2231,0.47743,7.7353,913.97,1.5415
0.0,7.1942,2358.5,6.8582,8.8104,6.9146,0.79582,0.0
1.5488,4.5039,823.84,3.8089,35.838,14.574000000000002,1.088,0.0
0.62692,27.11,2439.3,0.0,0.0,1.0292,6.3949,0.0
1.0848,1.2614,1971.0,6.2839,3.7628,15.137,2.1305,0.28565999999999997
0.64858,11.552999999999999,3054.3,0.0,0.0,1378.7,555.07,34.483000000000004
0.76365,11.22,1582.9,0.9151100000000001,0.0,0.0,7.8746,1.8915
0.23763,11.948,2040.7,10.575,12.440999999999999,76.628,8.0383,0.0
