0,1,2,3,4,5,6,7
1.2668,7.0774,640.74,21.355999999999998,0.39855999999999997,189.0,286.66,2.1124
1.6657,6.1755,949.88,58.931999999999995,1.5713,249.7,369.15,4.3872
2.1826,6.9738,708.44,17.769000000000002,0.0,249.74,263.07,5.2195
5.3769,4.8537,679.04,17.291,1.7999,120.64,251.19,10.132
0.37654,5.0754,513.77,27.359,0.7208600000000001,80.91,151.7,4.6536
0.0,8.788,547.41,12.991,9.6426,263.38,320.2,8.7638
1.9937,3.0956,528.04,7.7906,2.6532,53.882,78.48899999999999,4.7094
4.8032,18.244,943.53,46.758,1.0913,272.9,343.31,5.8535
0.9199299999999999,7.4823,1079.4,40.195,0.39857,77.28399999999999,162.39,4.373
2.6968,12.207,1293.9,45.773,1.8592,202.94,387.12,10.811
3.9234,6.3751,885.54,45.836000000000006,5.2756,120.38,245.55,13.085
0.028512,2.3453,486.85,36.986999999999995,1.6307,55.556999999999995,153.89,0.0
1.5053,3.2085,679.14,26.566999999999997,0.0,242.02,339.1,3.7122
0.080131,3.668,669.59,10.12,1.912,51.376999999999995,61.053999999999995,8.7018
0.93629,4.5027,869.0,39.542,6.1164,94.76100000000001,192.25,6.0546
0.33835,4.8452,1146.9,21.526999999999997,2.5625,180.84,323.96,2.154
0.0,3.7684,745.04,0.56953,10.793,262.76,173.7,0.23613
1.5068,4.3268,840.8,0.0,6.2924,161.42,142.13,7.8721
0.0,2.7286,291.74,0.6782199999999999,0.0,208.46,62.647,1.6208
0.0,1.0395,928.16,14.944,3.0757,640.51,678.79,0.087417
0.0,13.776,1007.5,4.9518,3.4834,140.18,273.05,0.35952
0.0,1.2006,705.65,22.984,8.5943,450.57,325.1,5.6802
0.0,1.1973,1060.8,5.1824,10.927999999999999,127.28,226.7,9.0872
0.82991,5.16,804.27,16.304000000000002,3.3344,388.09,531.93,8.47
3.335,4.5235,661.75,11.298,2.8438,114.89,299.79,11.05
0.8422700000000001,1.1513,653.0,13.704,0.77973,130.92,169.23,2.3566
0.034959,5.7549,751.85,12.970999999999998,0.0,161.43,316.95,4.1179
0.10144,6.1422,581.73,34.667,12.534,256.64,215.76,9.1482
0.0,2.9235,646.34,21.954,6.3115,182.03,299.55,6.8712
2.5107,5.6451,609.58,41.397,9.0749,32.419000000000004,236.29,11.779000000000002
0.0,5.6081,798.0,50.903,2.8557,314.47,213.9,1.3401
1.0184,3.5555,601.88,13.554,0.0,63.317,57.458999999999996,2.2168
4.0311,12.753,785.05,41.818000000000005,4.4835,60.364,339.89,14.802999999999999
0.09439299999999999,5.726,1067.1,49.527,2.1778,140.13,412.8,9.8734
0.0,3.0632,827.96,18.03,3.4069,117.44,365.97,16.743
1.9380000000000002,2.4948,814.03,27.109,3.5062,136.93,264.84,4.85
5.4475,4.1434,753.94,40.514,2828.2,200.13,217.23,5.4879999999999995
0.0,4.7572,815.83,42.156000000000006,0.87676,170.57,280.11,10.176
0.0,7.4642,882.81,29.866,4.9645,150.48,370.0,9.7419
0.36409,2.9325,865.44,7.8997,1.89,60.482,64.429,9.1861
2.0342,5.2809,795.32,37.327,4.0495,73.87,241.6,5.9137
2.1763,5.3335,468.21,42.044,4.381,92.96,167.21,10.823
1.6127,5.2833,790.1,31.525,4.1137,763.17,429.36,14.865
1.3274,1.4284,684.8,33.562,0.0,41.912,297.05,3.2854
2.5516,7.9105,381.96,47.8,0.41173000000000004,48.288999999999994,101.63,24.147
0.16207,6.6521,702.46,22.208000000000002,8.9456,105.69,239.39,2.0449
0.0,6.7842,975.96,14.719000000000001,4.4068,69.003,78.69800000000001,5.3777
1.6267,5.3688,725.06,48.726000000000006,4.4392,278.57,166.02,24.897
0.004726,0.85016,788.6,14.043,1.2013,373.04,680.03,10.972000000000001
3.4647,5.7093,786.09,14.353,2.2468,109.78,139.05,2.7393
1.5848,1.8472,648.95,0.43133999999999995,6.9419,30.561,115.81,4.4992
1.9564,3.8845,426.2,25.250999999999998,9.604,104.83,175.9,4.0066
0.5771,2.2954,580.62,7.7971,0.0,35.993,85.71700000000001,10.6
3.2349,9.5444,716.94,15.952,4.4302,58.321000000000005,141.43,13.357000000000001
0.0,3.8337,533.09,35.855,2.7386,46.562,210.33,4.5994
1.2869,5.6221,761.08,12.314,0.0,84.20200000000001,451.45,4.6434
4.4392,3.8889,919.28,58.157,0.0,299.55,394.35,12.392000000000001
1.1927,5.7402,821.59,31.535,0.6796300000000001,41.576,131.14,7.667999999999999
0.0,5.5796,745.43,47.653999999999996,0.77062,301.36,552.79,3.0842
2.3612,13.789000000000001,546.28,56.803999999999995,2.8385,77.815,214.7,10.086
0.0,3.2697,607.51,31.647,0.0,122.75,398.41,9.8168
0.0,4.2684,1083.8,34.333,5.1233,247.19,648.11,4.1146
0.0,1.4313,689.83,27.405,0.0,234.5,249.33,11.26
0.0,2.1606,719.26,49.5,0.0,122.65,209.76,12.975
